country1	country2	distance
cayman islands	paraguay	3310.176500553168
switzerland	svalbard	2165.588579667485
philippines	french guiana	11213.107892535512
switzerland	sweden	1072.29497612414
saudi arabia	ethiopia	1262.0140758059863
bermuda	jersey	3371.771256277745
bosnia and herzegovina	federated states of micronesia	8005.988041073907
tunisia	ethiopia	2574.646791797811
reunion	pitcairn islands	9224.108412119842
macedonia	pitcairn islands	10469.468797792148
reunion	gibraltar	5607.91075251151
bhutan	ethiopia	3675.94557457017
cameroon	sweden	3872.2750765758137
maldives	lithuania	4534.83972453479
monaco	pitcairn islands	9731.44254266617
british virgin islands	greenland	3824.9100959685898
anguilla	pitcairn islands	5408.914460281468
bolivia	svalbard	7295.150758488827
tonga	jersey	10380.080145325901
reunion	ethiopia	2338.609394708738
bangladesh	singapore	1815.9235925410374
bosnia and herzegovina	sweden	1231.7316124307708
estonia	aruba	5689.289366559962
bulgaria	aruba	5878.3327607316505
armenia	lebanon	661.1269973168456
vatican city	bassas da india	4708.791387458592
us minor outlying islands	mongolia	6066.273942521552
guinea	paraguay	4006.28737677904
hungary	bassas da india	4884.140075246051
trinidad and tobago	lebanon	6181.886117335702
sint maarten	gibraltar	3706.51656577762
us minor outlying islands	aruba	6271.867221101003
sierra leone	ethiopia	3382.5479954920397
somalia	pitcairn islands	11113.413548979886
heard island and mcdonald islands	greenland	10110.180283971999
mauritius	federated states of micronesia	6623.6362349927595
burkina faso	aruba	4565.272777524904
jordan	sweden	2339.2295982686287
cape verde	lithuania	3729.043376592126
nepal	gibraltar	5074.610493012765
greece	lithuania	1178.1639701529862
algeria	solomon islands	10348.794662324253
guam	pitcairn islands	6314.294301726084
saint barthelemy	federated states of micronesia	9583.5934560742
ashmore and cartier islands	federated states of micronesia	2307.3295395678806
saint pierre and miquelon	federated states of micronesia	8459.257586577474
latvia	turkey	1318.3092983729728
niue	ethiopia	10419.568272475582
clipperton island	pitcairn islands	2818.4634042834355
seychelles	jersey	5067.60884926064
denmark	afghanistan	3071.6803527763464
ecuador	solomon islands	8483.081120688328
eritrea	gibraltar	3090.3070274086253
saint kitts and nevis	greenland	3887.3856806728722
mexico	french guiana	3521.868817058228
vietnam	lebanon	4582.543796601464
north korea	turkey	4660.907591037648
serbia	singapore	5795.187538726236
equatorial guinea	slovakia	3273.331491970789
denmark	pitcairn islands	9515.302076686454
tanzania	paraguay	6246.200444313297
timor-leste	ethiopia	6150.909409459684
chile	pitcairn islands	3597.733610076157
united kingdom	mongolia	4374.90180384938
ascension	bassas da india	2985.5358960730705
republic of the congo	turkey	3042.2104554114694
togo	singapore	7068.929971600568
el salvador	solomon islands	7824.935988879334
saint lucia	gibraltar	3748.239647141567
us minor outlying islands	solomon islands	2848.798704903362
argentina	gibraltar	6144.688975600965
qatar	mongolia	3255.8727708059328
russia	lebanon	3348.1297210545536
nepal	pitcairn islands	10325.893427621306
tonga	federated states of micronesia	2829.350627348013
tajikistan	jersey	3551.083230070785
jordan	turkey	560.2042302921072
armenia	pitcairn islands	11366.72252296728
argentina	bassas da india	6133.67372188443
united states	gibraltar	4833.526758021901
swaziland	mongolia	6792.050891087921
honduras	afghanistan	8656.125424113634
canada	solomon islands	7213.281964754332
libya	mongolia	4903.902812415656
algeria	bassas da india	4201.968643089906
burkina faso	french guiana	3533.5826633444626
juan de nova island	aruba	7949.243841181688
ashmore and cartier islands	french guiana	11803.585076012112
slovenia	sweden	1088.2382742487296
nicaragua	pitcairn islands	4017.7754660779424
turks and caicos islands	solomon islands	8945.195605245646
guam	greenland	6529.071801603677
bonaire	pitcairn islands	4894.74847635948
saint kitts and nevis	jersey	4000.636104519644
isle of man	turkey	2105.260183883096
libya	ethiopia	1815.2961870222907
saint kitts and nevis	afghanistan	7586.866122776421
armenia	turkey	541.2466325150366
yemen	sweden	3583.5760668572716
mauritius	greenland	7711.137004838008
cape verde	jersey	2603.91967911878
palau	solomon islands	1975.7303169903291
latvia	lithuania	78.91669087628574
bermuda	sweden	3946.8659310420953
papua new guinea	jersey	8950.569809133236
kosovo	federated states of micronesia	7944.064811604713
peru	federated states of micronesia	9133.436189180611
finland	sweden	371.0920566358051
poland	gibraltar	1653.6008420326866
hungary	pitcairn islands	10206.037988401864
guatemala	lithuania	6217.469076095652
macau	svalbard	4773.396945096606
mozambique	svalbard	6677.026725566766
vatican city	ethiopia	2813.3109811603695
north korea	sweden	4446.3545879813655
laos	singapore	1152.1309106628994
grenada	slovakia	5190.3868781870715
puerto rico	mongolia	7965.868902256502
grenada	lithuania	5359.230947433735
turks and caicos islands	sweden	4790.447217040924
finland	svalbard	975.4417989117335
macau	paraguay	11895.063385145906
djibouti	mongolia	4336.233686740373
american samoa	singapore	5987.510929938613
madagascar	solomon islands	7428.698006306652
christmas island	svalbard	6865.782856737735
guam	svalbard	5773.284938198278
bolivia	singapore	11115.28038137825
haiti	svalbard	4969.93466596152
czech republic	afghanistan	2820.756788441852
armenia	lithuania	1459.4471121313716
juan de nova island	sweden	5669.088599535386
eritrea	french guiana	6280.045646130295
vanuatu	gibraltar	10968.29220673828
clipperton island	french guiana	3873.7600046519815
hungary	sweden	1054.8731165494328
british virgin islands	svalbard	4890.115594765849
costa rica	aruba	966.3648553595156
suriname	french guiana	206.77462747676307
coral sea islands	sweden	8704.775008522989
iraq	pitcairn islands	11783.268373509003
ecuador	federated states of micronesia	9017.582975675094
indonesia	pitcairn islands	7301.598634089845
liberia	federated states of micronesia	10933.643107845965
kenya	afghanistan	2861.754739858676
puerto rico	lebanon	6195.256177665772
costa rica	french guiana	2164.575674279636
czech republic	pitcairn islands	9911.639881306888
turkmenistan	aruba	7597.110855535487
spain	afghanistan	3818.2467063669774
egypt	french guiana	5662.375733723354
ukraine	singapore	5328.703714467863
libya	pitcairn islands	10382.348401019544
estonia	greenland	1959.7460989408394
cameroon	bassas da india	2666.663829942024
united states	french guiana	3764.6973244823275
north korea	slovakia	4884.860120822291
qatar	paraguay	8031.034879006186
el salvador	lebanon	7535.5491938515715
azerbaijan	pitcairn islands	11361.490044209493
papua new guinea	french guiana	11053.380327444635
albania	slovakia	530.277603303717
moldova	gibraltar	1908.6260744497229
seychelles	lithuania	4553.943954079492
south sudan	federated states of micronesia	8339.978187537543
tunisia	paraguay	5902.126858038589
juan de nova island	lebanon	3545.38379019794
bulgaria	lithuania	899.3073836615281
saint kitts and nevis	french guiana	1133.4586114885803
nicaragua	paraguay	3085.6642478456856
armenia	singapore	4537.099141154697
south sudan	lithuania	3332.6046550214287
el salvador	ethiopia	8496.7673578928
sierra leone	greenland	4549.63824667446
honduras	singapore	11104.667093994967
hungary	greenland	2541.2961387606633
yemen	greenland	5147.8175242856005
norway	paraguay	6946.86930401426
belize	greenland	4251.694709140074
montenegro	afghanistan	2599.6749991772544
armenia	greenland	3510.2952089791033
guatemala	svalbard	5453.342943212962
bahamas	ethiopia	7471.780812555527
croatia	bassas da india	4846.1535913473135
germany	jersey	577.2587196649575
curaçao	pitcairn islands	4850.754956341322
saint barthelemy	sweden	4736.998721184349
brazil	afghanistan	8383.053562434323
tromelin island	federated states of micronesia	6815.595042169779
israel	pitcairn islands	11414.773323343537
vatican city	slovakia	579.1535681466072
cameroon	greenland	5059.326081920659
slovenia	lebanon	1382.4035129735269
saint pierre and miquelon	lebanon	4655.526645902775
puerto rico	pitcairn islands	5218.771405557508
uzbekistan	slovakia	2180.0746826167883
south sudan	slovakia	2875.6848674768303
belarus	federated states of micronesia	7282.788157153096
macau	pitcairn islands	8439.193937718712
anguilla	jersey	3968.9044733104283
equatorial guinea	solomon islands	10264.326167782872
democratic republic of the congo	aruba	6553.398937417278
bhutan	sweden	4090.6791433896433
iran	solomon islands	7446.312187185595
bermuda	ethiopia	6655.642714211923
tromelin island	singapore	3573.5591005848073
iraq	greenland	3936.267408692919
faroe islands	greenland	1103.4612266430586
saudi arabia	aruba	7350.130978966759
monaco	paraguay	6191.110385709922
luxembourg	jersey	373.44850401642634
anguilla	french guiana	1194.333517559745
martinique	federated states of micronesia	9799.538211480813
tunisia	federated states of micronesia	8819.780513588305
cocos (keeling) islands	ethiopia	4270.82772220429
us minor outlying islands	lebanon	9453.381525973224
palau	sweden	6750.719956385045
europa island	ethiopia	2101.944088178606
oman	greenland	4988.636586283711
montserrat	turkey	5863.425847391509
azerbaijan	gibraltar	2838.07217466421
tunisia	sweden	1952.513015466244
hong kong	pitcairn islands	8403.794250176375
western sahara	slovakia	2417.028546216687
algeria	aruba	4785.423217693324
puerto rico	ethiopia	6982.784122051071
chile	ethiopia	7628.824620808393
wallis and futuna	mongolia	6353.711719960028
slovenia	solomon islands	9037.085755303533
saint lucia	svalbard	5150.919048875777
bhutan	greenland	5172.499348153138
el salvador	svalbard	5548.443864961074
uzbekistan	turkey	1526.677822130043
egypt	mongolia	4205.815867975782
republic of the congo	sweden	4352.872971089507
cocos (keeling) islands	svalbard	6842.672886308776
saint vincent and the grenadines	paraguay	2502.0578917630132
sri lanka	gibraltar	5730.646462089853
glorioso islands	solomon islands	7551.940425506341
uzbekistan	gibraltar	3638.9541655466905
netherlands	lebanon	1965.3051648986318
taiwan	turkey	4992.737108881943
qatar	greenland	4574.790690616377
taiwan	gibraltar	7005.3378392743
ireland	turkey	2229.979467048114
indonesia	mongolia	3642.446080155246
american samoa	jersey	9930.64320261527
norfolk island	pitcairn islands	3778.5039063099525
south georgia and south sandwich islands	lithuania	8369.330710847275
pakistan	greenland	4658.157982764496
ireland	ethiopia	4029.696705311606
ascension	ethiopia	3416.5903228975203
trinidad and tobago	greenland	4305.312951579268
egypt	lebanon	586.0042206804233
juan de nova island	lithuania	5164.324762194334
chile	jersey	6913.92511242623
gaza strip	jersey	2249.123321856385
uruguay	aruba	3275.9500023445053
chad	lebanon	1672.4280319356026
united kingdom	afghanistan	3625.0861121053476
moldova	sweden	1173.0891438693222
south sudan	singapore	5096.91265322447
new caledonia	lebanon	9273.569394847747
armenia	svalbard	2720.0589623696796
jordan	jersey	2338.9019410988385
poland	slovakia	231.36242159872114
china	solomon islands	4602.361655192458
malta	ethiopia	2434.861170409194
monaco	lebanon	1666.3747536673213
mozambique	aruba	7454.647521353641
macedonia	greenland	2906.2255874809234
mayotte	greenland	6958.458627973844
costa rica	lebanon	7467.30291288814
jordan	lithuania	1822.9772704464465
india	gibraltar	5000.941403936173
wallis and futuna	paraguay	7564.529133261304
seychelles	bassas da india	1580.5416005900738
burundi	aruba	6942.40037811657
south georgia and south sandwich islands	bassas da india	4337.1370678906205
hong kong	turkey	4706.9787548311715
gabon	slovakia	3462.8492468632053
british virgin islands	singapore	10850.507980017397
uruguay	lithuania	7719.170909857422
coral sea islands	greenland	8644.931374839214
saint vincent and the grenadines	greenland	4164.245837411529
grenada	solomon islands	9658.09824337669
cyprus	lebanon	180.48457065845707
czech republic	ethiopia	3175.342032822681
angola	solomon islands	9377.01198601446
swaziland	federated states of micronesia	8251.866883603316
sao tome and principe	mongolia	6551.749605649397
vatican city	singapore	6224.7343523278405
norway	french guiana	5118.784673096092
angola	slovakia	4226.645854796676
bhutan	lebanon	3240.8173807579237
cote d'ivoire	greenland	4662.307660612356
angola	federated states of micronesia	9223.889965857521
albania	lithuania	1052.0078284326319
croatia	gibraltar	1253.2271544930816
turks and caicos islands	singapore	10810.59329371393
costa rica	solomon islands	8141.521553241082
tokelau	ethiopia	10403.200712527487
hong kong	greenland	5811.145815957249
burkina faso	svalbard	4555.253206461714
united arab emirates	singapore	3674.9460242235946
martinique	mongolia	8155.045818183238
azerbaijan	singapore	4426.785244733478
libya	lebanon	1284.3235627497545
pakistan	mongolia	2177.7628939181177
kenya	mongolia	5078.673115212147
denmark	bassas da india	5624.443940136426
tonga	pitcairn islands	2874.0581786979756
sierra leone	slovakia	3307.1705808935753
netherlands	paraguay	6464.047844283795
colombia	french guiana	1309.5438481571778
niue	sweden	9458.792945022868
new caledonia	turkey	9293.498374943512
curaçao	sweden	5283.139084348357
sao tome and principe	greenland	5310.570089912358
norway	lithuania	645.7910423886217
madagascar	greenland	7466.506479190852
san marino	gibraltar	1080.1207849485995
costa rica	ethiopia	8257.545628928383
kenya	pitcairn islands	10594.073576507168
senegal	lebanon	3393.3770390918594
croatia	sweden	1163.2414898563072
mayotte	sweden	5422.742333870146
nicaragua	federated states of micronesia	8332.704093432858
turks and caicos islands	pitcairn islands	5084.377862091204
mozambique	lebanon	3599.0239542585373
hong kong	svalbard	4775.805121212728
vietnam	lithuania	5059.721152893878
anguilla	svalbard	4888.402575847827
new caledonia	paraguay	8192.028446327731
belgium	slovakia	706.5581387443226
british indian ocean territory	sweden	5574.239003006952
cameroon	jersey	3097.7304121677876
bulgaria	federated states of micronesia	7757.322898866844
united arab emirates	ethiopia	1530.2369969982255
turks and caicos islands	french guiana	1747.2506180108476
nauru	solomon islands	750.5048705423845
belgium	paraguay	6336.665515007608
bolivia	lebanon	7474.863743544797
mauritius	solomon islands	6756.684457773538
spain	french guiana	3931.0131493836852
mali	solomon islands	11133.65436997131
europa island	jersey	5590.845233844405
madagascar	singapore	4117.021429438777
argentina	ethiopia	7212.612484996584
moldova	paraguay	7230.089377161008
honduras	slovakia	6145.135384517703
reunion	mongolia	5571.038862027537
ghana	ethiopia	2735.702026525232
ghana	afghanistan	4645.651262253413
belgium	mongolia	4263.453048304009
saint martin	french guiana	1186.7371856334003
bahrain	aruba	7634.087411737135
guinea	afghanistan	4999.370263324817
serbia	jersey	1149.6042116608653
macau	aruba	10030.270139703714
canada	french guiana	4479.788175678523
russia	greenland	3119.4161848448452
uzbekistan	mongolia	2048.397565314397
saudi arabia	pitcairn islands	12130.008751032443
chad	federated states of micronesia	8935.363302203403
portugal	bassas da india	5213.218419777991
san marino	greenland	2576.4028953188695
kyrgyzstan	paraguay	9458.254941852885
iraq	french guiana	6471.792961613325
vanuatu	greenland	8414.907037072047
bangladesh	turkey	3352.8660928315153
israel	bassas da india	3670.8532180115435
armenia	ethiopia	2252.8703849929634
portugal	ethiopia	3574.4144752847637
morocco	slovakia	1715.5606065969562
glorioso islands	paraguay	6856.95205233894
iraq	jersey	2598.89497639058
montserrat	mongolia	8027.916706591698
south africa	sweden	6386.170091821425
south africa	paraguay	5100.303881908976
seychelles	federated states of micronesia	6680.657448754546
tanzania	french guiana	6110.175021025447
poland	ethiopia	3206.5765764043763
belize	paraguay	3470.707137823616
eritrea	svalbard	4401.335581580567
sri lanka	lithuania	4574.935560881528
french polynesia	aruba	5152.528261169575
cyprus	turkey	299.5942016784794
egypt	pitcairn islands	11195.429674840985
algeria	sweden	2412.5469617543704
timor-leste	federated states of micronesia	2045.2867746894788
uruguay	gibraltar	5788.7258743732
north korea	mongolia	1181.755839962492
costa rica	jersey	5330.914933134762
argentina	greenland	7415.406889784673
western sahara	sweden	2878.5933395210072
saint pierre and miquelon	sweden	2880.2903714798604
costa rica	slovakia	6303.292252388001
tajikistan	lebanon	1974.9969627872351
grenada	jersey	4224.709304881973
british indian ocean territory	federated states of micronesia	5570.504497872118
bhutan	slovakia	3972.1969295265635
bahrain	greenland	4526.481458838344
guatemala	turkey	7269.949358552908
russia	svalbard	2079.698133277226
italy	solomon islands	9276.056673592435
tonga	solomon islands	1925.9657255402108
cote d'ivoire	svalbard	4917.49552158661
jordan	aruba	6689.500485092468
china	mongolia	760.0254393965806
british indian ocean territory	mongolia	4126.337288260839
christmas island	pitcairn islands	7951.051840786452
french polynesia	ethiopia	11934.554309698828
ascension	slovakia	4725.500631334258
glorioso islands	singapore	3976.9737607073766
faroe islands	paraguay	6507.257293797823
peru	bassas da india	7567.250653316241
martinique	ethiopia	6673.166545436604
seychelles	aruba	8688.536002145784
croatia	turkey	1077.2536222249792
swaziland	paraguay	5495.724532810199
georgia	solomon islands	7890.539872937204
us minor outlying islands	afghanistan	8298.665918249253
luxembourg	pitcairn islands	9553.31670188891
armenia	french guiana	6462.064250914986
peru	french guiana	1855.0918227547982
sierra leone	aruba	3974.3565155004308
pakistan	svalbard	3647.063544555241
ghana	aruba	4620.29378678795
philippines	jersey	6961.6391014431065
bermuda	singapore	9990.983491715588
saint pierre and miquelon	svalbard	2878.8243911819254
mauritania	jersey	2091.3639629872036
monaco	gibraltar	853.9197329022024
uzbekistan	paraguay	8878.408889318267
ireland	french guiana	4235.426358638474
ireland	jersey	365.1042577705733
guadeloupe	lebanon	6009.026824746029
turkmenistan	pitcairn islands	11250.987105769547
norway	greenland	1457.517896075649
united arab emirates	svalbard	3887.7173739530936
jamaica	slovakia	5587.429500033431
china	slovakia	4267.343313265822
somalia	french guiana	6942.960528439116
taiwan	solomon islands	3384.4559297534684
mauritius	pitcairn islands	9260.041822621775
uruguay	paraguay	701.988581434294
vatican city	sweden	1392.7541947248994
sint maarten	ethiopia	6764.982983801014
ascension	solomon islands	10478.739966162588
bulgaria	bassas da india	4548.006987157172
finland	federated states of micronesia	6928.2408594870285
saint kitts and nevis	svalbard	4943.663763575537
cote d'ivoire	singapore	7489.998331204785
sierra leone	jersey	2865.307939476797
saint kitts and nevis	mongolia	7994.269260213209
norway	pitcairn islands	9289.775325380899
fiji	lebanon	9863.037654123917
cote d'ivoire	paraguay	4171.640673842258
curaçao	mongolia	8400.547434676118
maldives	bassas da india	2822.012100926332
bahamas	paraguay	3464.367925362163
equatorial guinea	lithuania	3811.6728505951196
guernsey	svalbard	2045.9293629147303
chile	solomon islands	8207.880359664374
kuwait	mongolia	3251.197972280299
colombia	lebanon	7075.9371610800845
tanzania	jersey	4419.783149670013
morocco	lebanon	2356.238087063869
maldives	french guiana	8675.296677651282
burundi	gibraltar	3563.3470073160825
czech republic	singapore	6092.753435489195
united states	svalbard	3912.439639884403
russia	paraguay	9666.865461365329
comoros	turkey	3590.167967683001
costa rica	svalbard	5740.91911840785
kuwait	paraguay	7889.84096293692
armenia	jersey	2361.991817310383
tonga	paraguay	7256.204837415208
new caledonia	solomon islands	1028.3924418827226
heard island and mcdonald islands	gibraltar	7730.637591129381
american samoa	pitcairn islands	2688.223328297825
suriname	sweden	5364.354985424993
north korea	aruba	8649.391775011294
eritrea	bassas da india	2516.592332922002
united kingdom	gibraltar	1236.1646969965886
georgia	gibraltar	2615.8561364531233
guinea	singapore	7810.701210395028
turkmenistan	solomon islands	7048.3851544936515
timor-leste	mongolia	4000.3395266664306
slovenia	bassas da india	4921.069989352299
gaza strip	svalbard	3248.1733898163407
norway	afghanistan	3142.905679347341
ukraine	lithuania	588.3627984105601
clipperton island	solomon islands	6436.892293662723
oman	slovakia	2811.3843194509986
puerto rico	svalbard	4935.8116255025025
suriname	lebanon	6169.581381147468
ashmore and cartier islands	lithuania	7287.643736658231
indonesia	gibraltar	8368.859917944485
yemen	turkey	1797.621873074175
yemen	singapore	3956.0001504826264
spain	gibraltar	277.0588140252258
curaçao	ethiopia	7233.788925119138
bangladesh	sweden	4280.825282579743
finland	slovakia	1086.9421717561665
iraq	solomon islands	7963.950223969929
british indian ocean territory	singapore	2252.064340314938
ukraine	gibraltar	2071.102607738607
brazil	greenland	5707.068291894833
latvia	pitcairn islands	9907.88504446055
israel	gibraltar	2307.7029230574453
poland	bassas da india	5210.471286070528
saint martin	lithuania	5076.35158485312
brazil	federated states of micronesia	10556.138309792024
malawi	french guiana	6081.858785044734
heard island and mcdonald islands	pitcairn islands	6866.820901059473
finland	greenland	1693.3481133696857
puerto rico	singapore	10929.589274381155
israel	afghanistan	1822.3211516723693
ireland	sweden	1047.0160604506138
mayotte	mongolia	5499.571073538724
south sudan	sweden	3808.0104766997742
sao tome and principe	bassas da india	2696.1061978532903
ashmore and cartier islands	jersey	8442.831432660401
spain	solomon islands	9989.332780115781
timor-leste	paraguay	10223.223911313115
bahamas	lithuania	5224.255885225824
turkmenistan	ethiopia	2594.5235520287997
el salvador	turkey	7296.9060660608275
grenada	aruba	560.8943869325212
south sudan	greenland	5271.059773905778
guadeloupe	french guiana	1027.5086904504096
heard island and mcdonald islands	turkey	6756.206526391554
iraq	turkey	657.5263516987781
niue	lebanon	10555.089776524814
seychelles	lebanon	2953.292290440099
armenia	afghanistan	1258.734971724646
belarus	bassas da india	5189.4489703154695
argentina	jersey	6887.462680498687
united states	pitcairn islands	4922.0462279326275
papua new guinea	mongolia	4422.665726540934
chad	afghanistan	3184.9579368210184
guatemala	mongolia	8082.117098579736
serbia	greenland	2749.0237759302495
united kingdom	pitcairn islands	9053.321610597204
curaçao	slovakia	5521.40973865744
kuwait	turkey	984.7592636749407
ecuador	afghanistan	9248.10174809312
israel	aruba	6608.4841538188275
albania	turkey	799.1946206232967
nicaragua	afghanistan	8727.394938958643
democratic republic of the congo	mongolia	5739.695437462862
guinea	french guiana	2981.8801379531346
poland	greenland	2236.8483416618087
maldives	gibraltar	5438.419949700296
uruguay	federated states of micronesia	9792.914484031713
europa island	singapore	4569.79574387036
bermuda	french guiana	2100.235935714845
kenya	turkey	2636.8526766065256
luxembourg	federated states of micronesia	8137.690102047013
poland	afghanistan	2626.515836079879
mali	slovakia	2555.8050692392135
isle of man	sweden	884.683416841135
egypt	solomon islands	8857.98514092921
french southern and antarctic lands	afghanistan	5251.465991202253
tonga	lithuania	9762.607987839348
reunion	afghanistan	3800.4095622482414
latvia	slovakia	619.3716431234853
philippines	svalbard	5510.295349797309
isle of man	federated states of micronesia	8124.1292728375565
morocco	federated states of micronesia	9466.483317998873
timor-leste	sweden	7424.354824545936
norfolk island	mongolia	6507.232432081914
puerto rico	lithuania	5197.767941576788
portugal	sweden	1829.6604688082455
uzbekistan	bassas da india	4627.082742575537
mali	ethiopia	2894.2030371730907
british virgin islands	federated states of micronesia	9468.13466639596
seychelles	french guiana	7523.908572562409
south korea	lithuania	4612.279587373309
bahamas	sweden	4795.913527053622
us minor outlying islands	bassas da india	10627.841147235382
poland	jersey	984.5971558025032
guadeloupe	sweden	4795.861449321098
somalia	ethiopia	699.5176012345038
sint maarten	paraguay	2855.8313425584247
malta	slovakia	917.6741332391256
saint barthelemy	greenland	3849.4357658159965
saint martin	lebanon	6017.631894838022
honduras	pitcairn islands	4035.1644174207595
tromelin island	svalbard	6624.650270298193
tunisia	turkey	1474.9812671992163
niue	paraguay	7002.485840115083
el salvador	aruba	1277.8834942919266
south korea	singapore	2888.391995455693
christmas island	afghanistan	3981.2014536759634
canada	aruba	3540.323595866233
turks and caicos islands	gibraltar	4050.293018604659
saint barthelemy	solomon islands	9545.247796695803
montenegro	federated states of micronesia	8018.498595792156
albania	singapore	5833.260049762705
laos	lebanon	4357.183130637467
sao tome and principe	lithuania	3917.0017877893415
russia	ethiopia	4790.259332145216
montenegro	singapore	5874.504338282454
bosnia and herzegovina	solomon islands	9017.787354708387
oman	aruba	8157.775138086831
marshall islands	lithuania	7407.3639031768635
bosnia and herzegovina	slovakia	315.2824053212671
thailand	federated states of micronesia	3596.280284449691
georgia	sweden	1808.8479339030594
europa island	greenland	7481.007176436797
honduras	federated states of micronesia	8201.335085515477
europa island	french guiana	6538.1901259473225
british virgin islands	french guiana	1267.7973405728806
cuba	turkey	6462.013857917209
armenia	paraguay	7889.376029515436
norfolk island	french guiana	9247.271038948187
bangladesh	mongolia	1734.3190321532506
sao tome and principe	gibraltar	2553.2052892440665
jamaica	gibraltar	4503.472865893891
malta	singapore	6127.567005361164
trinidad and tobago	pitcairn islands	5273.755747322653
ireland	greenland	1621.705539485954
liberia	jersey	2982.701172897066
uganda	federated states of micronesia	8198.682250760012
comoros	lebanon	3226.1389504948033
fiji	greenland	8408.698713097636
denmark	aruba	5117.373893648665
vanuatu	slovakia	9530.468506586567
sierra leone	sweden	3931.700643920514
mexico	afghanistan	8487.543007228302
india	sweden	4103.879652687689
saint lucia	afghanistan	7671.678406472859
czech republic	french guiana	5034.191863961107
seychelles	mongolia	4616.2543386550005
portugal	slovakia	1493.7879644581844
timor-leste	solomon islands	2272.6082728262613
cocos (keeling) islands	pitcairn islands	8369.033045243228
burundi	greenland	6030.546891619185
armenia	solomon islands	7838.868522703603
algeria	afghanistan	3710.9921500259607
saudi arabia	solomon islands	7951.138336310979
fiji	slovakia	9999.88508982742
tokelau	jersey	9594.119944700427
christmas island	sweden	6879.7041113742225
bangladesh	lebanon	3308.0351506685697
papua new guinea	paraguay	9817.119050607309
honduras	bassas da india	8894.092762527665
niue	greenland	8279.350262414007
vatican city	paraguay	6343.311911501976
vietnam	singapore	1058.8069907305307
spain	sweden	1715.276974822745
niue	french guiana	8061.399244001501
suriname	singapore	10993.534957225995
laos	bassas da india	5188.88485642702
canada	paraguay	6121.812243723966
sri lanka	bassas da india	3418.9295003821458
uruguay	jersey	6573.134304058433
uruguay	slovakia	7301.817330258319
latvia	sweden	491.25908687725035
bulgaria	pitcairn islands	10561.070860968131
martinique	greenland	4054.031853371193
europa island	federated states of micronesia	7730.868632224847
vanuatu	lithuania	9060.3787751653
samoa	lebanon	10203.219289116645
serbia	svalbard	2349.330793778878
french southern and antarctic lands	bassas da india	2165.744907048066
bermuda	bassas da india	7811.198079344294
falkland islands	slovakia	8333.962415101127
saudi arabia	svalbard	3748.7426232950206
maldives	turkey	3441.2924075159794
belize	sweden	5601.245541198771
luxembourg	svalbard	1984.226608576379
canada	afghanistan	5929.700872697746
israel	sweden	2284.347265251214
equatorial guinea	gibraltar	2554.4441891901906
brunei	sweden	6255.260140809624
portugal	mongolia	5225.782948218551
martinique	aruba	620.4613950035852
mexico	lebanon	7630.490109587698
palau	singapore	2106.098001419402
maldives	jersey	5381.703431234692
algeria	ethiopia	2666.700945639138
south georgia and south sandwich islands	solomon islands	7961.687924247294
guadeloupe	mongolia	8054.740140097979
anguilla	lebanon	6011.605008645209
niue	solomon islands	2221.16757241815
chad	slovakia	2326.31194528434
turkmenistan	slovakia	2062.1654514311394
kosovo	singapore	5788.437967270524
hungary	aruba	5587.543903639712
cuba	sweden	5026.265619915341
thailand	singapore	976.9891865698671
cuba	greenland	3781.839161246098
tuvalu	gibraltar	10481.51412473147
south georgia and south sandwich islands	paraguay	2610.1965405087
canada	greenland	1692.040246172608
togo	lithuania	3541.9723899158716
falkland islands	afghanistan	9439.203099830316
equatorial guinea	paraguay	4882.62162697706
slovenia	svalbard	2197.5530104671566
mayotte	lithuania	4910.935416790559
macau	lithuania	4942.8640336408735
netherlands	sweden	740.2261814483948
west bank	federated states of micronesia	7574.391571030374
tonga	mongolia	6745.1790921898255
eritrea	aruba	7220.662420219746
saudi arabia	federated states of micronesia	7125.484656651364
hungary	turkey	929.2366474746236
tanzania	mongolia	5577.867467492663
french polynesia	bassas da india	9920.552871571226
latvia	solomon islands	8251.879088094367
mexico	greenland	4122.014096553629
india	bassas da india	3812.5766633535363
sint maarten	afghanistan	7566.028067046144
tromelin island	ethiopia	1995.2235888823625
tuvalu	pitcairn islands	3608.980286889369
ashmore and cartier islands	paraguay	9988.53533645058
norfolk island	aruba	8563.96574566902
saint vincent and the grenadines	ethiopia	6705.39990773571
saint martin	paraguay	2858.0493093478854
south sudan	ethiopia	547.357861610296
slovenia	french guiana	4983.34485544017
south korea	sweden	4641.460485244475
clipperton island	gibraltar	6556.0420761157675
cameroon	ethiopia	1788.0543325480069
cyprus	jersey	2025.1394713360608
suriname	mongolia	8790.818753961203
norfolk island	solomon islands	1565.4202690082225
tanzania	slovakia	3891.853171616109
cyprus	slovakia	1168.692359676489
isle of man	afghanistan	3643.2553074338034
equatorial guinea	bassas da india	2577.551900768975
cape verde	singapore	8679.566521419441
nauru	lithuania	8083.056001581041
belize	singapore	10892.393644483416
indonesia	bassas da india	5469.355259652036
tuvalu	federated states of micronesia	2004.4324585786298
norfolk island	lithuania	9873.81240845505
tuvalu	paraguay	8090.344499260479
albania	afghanistan	2567.1800693611626
switzerland	lithuania	923.4736768287659
madagascar	slovakia	5038.425166275231
french southern and antarctic lands	lebanon	5661.937563829392
